,sale_date,neighborhood
20207,2017-02-10,Portola
20208,2012-11-06,Bernal Heights
20209,2015-10-29,Bernal Heights
20210,2009-11-13,Bernal Heights
20211,2012-02-24,Bernal Heights
20212,2014-09-09,Bernal Heights
20213,2014-05-20,Bernal Heights
20214,2017-07-25,Bernal Heights
20215,2018-04-27,Bernal Heights
20216,2015-07-31,Bernal Heights
20217,2016-12-21,Bernal Heights
20218,2009-01-27,Bernal Heights
20219,2018-05-08,Bernal Heights
20220,2018-07-13,Bernal Heights
20221,2010-06-11,Bernal Heights
20222,2017-10-05,Bernal Heights
20223,2010-07-21,Bernal Heights
20224,2017-05-26,Mission
20225,2009-08-18,Bernal Heights
20226,2012-07-13,Bernal Heights
20227,2017-04-27,Bernal Heights
20228,2013-11-05,Peralta Heights
20229,2017-05-31,Peralta Heights
20230,2013-06-07,Portola
20231,2013-01-01,Peralta Heights
20232,2018-04-17,Visitacion Valley
20233,2015-09-16,Peralta Heights
20234,2015-04-06,Portola
20235,2010-02-23,Bernal Heights
20236,2015-12-02,Bernal Heights
20237,2015-07-30,North Beach
20238,2017-09-13,Portola
20239,2018-11-30,Bernal Heights
20240,2014-07-10,Peralta Heights
20241,2009-11-25,Bernal Heights
20242,2017-07-06,Bernal Heights
20243,2014-12-22,Portola
20244,2010-12-09,Portola
20245,2014-04-04,Bernal Heights
20246,2018-06-07,Bernal Heights
20247,2009-10-26,Portola
20248,2010-12-31,Peralta Heights
20249,2014-03-25,Mission
20250,2013-06-27,Bernal Heights
20251,2011-02-18,Portola
20252,2014-10-10,Portola
20253,2011-12-12,Portola
20254,2012-11-20,Bernal Heights
20255,2016-04-21,Bernal Heights
20256,2009-06-23,Peralta Heights
20257,2014-08-15,Peralta Heights
20258,2016-09-22,Peralta Heights
20259,2012-11-09,Mission
20260,2009-01-05,Bernal Heights
20261,2009-10-09,Bernal Heights
20262,2016-01-11,Bernal Heights
20263,2015-05-22,Bernal Heights
20264,2017-12-20,Bernal Heights
20265,2014-08-27,Portola
20266,2011-09-06,Portola
20267,2017-02-08,Portola
20268,2017-09-08,Portola
20269,2010-05-28,Peralta Heights
20270,2011-08-08,Portola
20271,2016-11-18,Peralta Heights
20272,2010-07-29,North Beach
20273,2013-01-09,Portola
20274,2010-04-26,Portola
20275,2016-06-24,Portola
20276,2009-10-21,Portola
20277,2013-09-30,Portola
20278,2015-07-24,Peralta Heights
20279,2011-07-14,Peralta Heights
20280,2010-09-28,Portola
20281,2016-05-26,Peralta Heights
20282,2011-06-07,Visitacion Valley
20283,2017-02-21,Visitacion Valley
20284,2017-09-08,Visitacion Valley
20285,2015-08-03,Portola
20286,2010-02-16,Portola
20287,2009-10-15,Peralta Heights
20288,2018-03-02,Visitacion Valley
20289,2016-04-15,Portola
20290,2012-02-24,Portola
20291,2015-11-05,Peralta Heights
20292,2015-03-10,Peralta Heights
20293,2017-09-22,Visitacion Valley
20294,2018-09-17,Portola
20295,2010-03-10,Peralta Heights
20296,2012-12-19,Peralta Heights
20297,2015-10-05,Peralta Heights
20298,2018-10-31,Portola
20299,2016-10-11,Peralta Heights
20300,2016-12-22,Portola
20301,2010-09-03,Portola
20302,2011-04-15,Visitacion Valley
20303,2014-09-02,Peralta Heights
20304,2009-05-07,Portola
20305,2011-08-25,Portola
20306,2010-04-14,Visitacion Valley
20307,2014-09-10,Portola
20308,2013-06-18,Mission
20309,2015-04-28,Mission
20310,2017-04-11,Mission
20311,2017-08-14,Mission
20312,2013-09-11,Visitacion Valley
20313,2010-07-09,Mission
20314,2011-02-16,Peralta Heights
20315,2011-08-19,Peralta Heights
20316,2012-10-12,Visitacion Valley
20317,2018-10-13,Visitacion Valley
20318,2017-02-15,Mission
20319,2013-03-14,Visitacion Valley
20320,2013-10-08,Mission
20321,2018-04-19,Mission
20322,2009-07-02,Visitacion Valley
20323,2013-08-30,Bernal Heights
20324,2011-03-18,Mission
20325,2017-03-20,Mission
20326,2010-09-08,Visitacion Valley
20327,2014-01-16,Mission
20328,2015-02-13,North Beach
20329,2009-12-17,Mission
20330,2016-06-02,Mission
20331,2014-08-14,Visitacion Valley
20332,2012-03-30,Bernal Heights
20333,2015-02-06,Bernal Heights
20334,2009-10-09,Mission
20335,2016-09-20,Visitacion Valley
20336,2017-04-27,Visitacion Valley
20337,2009-01-30,Portola
20338,2016-05-04,Peralta Heights
20339,2018-08-07,Bernal Heights
20340,2014-04-30,Bernal Heights
20341,2015-04-24,Bernal Heights
20342,2010-03-10,Portola
20343,2009-06-26,Portola
20344,2013-08-30,Portola
20345,2011-10-07,Bernal Heights
20346,2012-03-23,Bernal Heights
20347,2012-11-01,Portola
20348,2009-09-03,Portola
20349,2018-11-21,Portola
20350,2014-09-03,Visitacion Valley
20351,2016-10-19,South of Market
20352,2011-06-15,Portola
20353,2014-06-10,Bernal Heights
20354,2014-10-21,Bernal Heights
20355,2012-02-27,Portola
20356,2016-05-13,Bernal Heights
20357,2015-11-04,Bernal Heights
20358,2018-05-02,Bernal Heights
20359,2016-02-29,Portola
20360,2017-09-28,Portola
20361,2014-07-16,Portola
20362,2012-10-03,Bernal Heights
20363,2013-11-06,Mission
20364,2014-07-10,Bernal Heights
20365,2015-03-25,Bernal Heights
20366,2014-07-25,Portola
20367,2013-07-26,Mission
20368,2014-11-13,Mission
20369,2014-04-07,Peralta Heights
20370,2016-04-28,Portola
20371,2017-05-22,Mission
20372,2012-12-14,North Beach
20373,2015-11-16,Portola
20374,2018-10-26,Portola
20375,2015-11-13,Portola
20376,2014-04-25,Mission
20377,2011-07-01,Mission
20378,2010-10-13,Bernal Heights
20379,2011-10-28,Bernal Heights
20380,2012-11-16,Bernal Heights
20381,2011-12-13,Portola
20382,2013-08-06,Bernal Heights
20383,2016-10-07,Mission
20384,2014-08-06,Bernal Heights
20385,2013-10-03,Portola
20386,2011-08-11,Portola
20387,2011-02-28,Portola
20388,2013-07-09,Visitacion Valley
20389,2012-05-10,Visitacion Valley
20390,2009-02-13,Peralta Heights
20391,2010-08-19,Visitacion Valley
20392,2018-03-16,Peralta Heights
20393,2009-09-22,Peralta Heights
20394,2017-11-28,Peralta Heights
20395,2012-09-14,Peralta Heights
20396,2017-04-28,Peralta Heights
20397,2013-08-08,Portola
20398,2011-12-02,Peralta Heights
20399,2016-03-04,Peralta Heights
20400,2009-09-01,Portola
20401,2010-01-29,Portola
20402,2014-10-10,Portola
20403,2011-07-27,Portola
20404,2010-08-17,Visitacion Valley
20405,2014-04-28,Portola
20406,2013-10-11,Visitacion Valley
20407,2016-09-01,South of Market
20408,2010-09-28,Visitacion Valley
20409,2015-09-02,Peralta Heights
20410,2015-07-07,Visitacion Valley
20411,2014-10-16,Portola
20412,2018-05-25,Visitacion Valley
20413,2017-09-14,Portola
20414,2017-10-12,Portola
20415,2017-12-11,Portola
20416,2016-07-08,Visitacion Valley
20417,2015-09-15,Visitacion Valley
20418,2018-11-30,Visitacion Valley
20419,2017-08-02,Portola
20420,2012-03-07,Portola
20421,2014-03-26,Portola
20422,2017-03-21,Portola
20423,2009-02-03,Visitacion Valley
20424,2012-03-21,North Beach
20425,2017-09-20,Visitacion Valley
20426,2017-08-01,Portola
20427,2015-12-18,Visitacion Valley
20428,2015-05-11,Visitacion Valley
20429,2014-05-09,Peralta Heights
20430,2015-03-11,Peralta Heights
20431,2016-10-28,Mission
20432,2013-05-23,Peralta Heights
20433,2017-07-18,Peralta Heights
20434,2016-10-14,Portola
20435,2012-07-09,Portola
20436,2009-11-03,Portola
20437,2014-05-21,Visitacion Valley
20438,2014-10-10,Mission
20439,2012-05-25,Portola
20440,2015-05-15,Peralta Heights
20441,2013-05-20,North Beach
20442,2017-11-17,North Beach
20443,2017-01-17,Portola
20444,2016-12-19,Peralta Heights
20445,2010-08-31,Portola
20446,2012-06-27,Portola
20447,2010-06-30,Portola
20448,2018-05-30,Peralta Heights
20449,2013-10-15,Peralta Heights
20450,2014-11-14,Peralta Heights
20451,2017-04-07,Peralta Heights
20452,2013-09-25,Mission
20453,2010-08-11,Visitacion Valley
20454,2014-10-10,Peralta Heights
20455,2018-05-22,Peralta Heights
20456,2013-05-31,Visitacion Valley
20457,2010-04-20,Telegraph Hill
20458,2017-10-26,Mission
20459,2017-01-09,Portola
20460,2013-04-19,Mission
20461,2013-09-19,Mission
20462,2010-11-24,Mission
20463,2012-10-16,Nob Hill
20464,2014-10-22,Nob Hill
20465,2009-04-07,Portola
20466,2013-12-12,Peralta Heights
20467,2015-01-29,Peralta Heights
20468,2017-06-14,Peralta Heights
20469,2018-12-21,Mission
20470,2017-12-08,Telegraph Hill
20471,2015-08-28,Telegraph Hill
20472,2015-11-02,Mission
20473,2016-06-09,Peralta Heights
20474,2017-11-14,Visitacion Valley
20475,2012-03-12,Portola
20476,2018-09-05,Portola
20477,2011-05-19,Bernal Heights
20478,2014-09-12,Bernal Heights
20479,2014-08-12,Peralta Heights
20480,2018-09-14,Peralta Heights
20481,2011-06-09,Mission
20482,2015-07-01,Peralta Heights
20483,2013-02-20,Mission
20484,2010-02-24,Mission
20485,2017-04-07,Mission
20486,2010-05-04,Bernal Heights
20487,2015-09-24,Bernal Heights
20488,2018-06-14,Bernal Heights
20489,2016-01-22,Mission
20490,2013-08-02,Peralta Heights
20491,2017-08-28,Peralta Heights
20492,2014-07-18,Mission
20493,2016-09-27,Mission
20494,2018-08-21,Peralta Heights
20495,2014-08-27,Mission
20496,2018-01-25,Mission
20497,2013-05-31,Mission
20498,2013-06-27,Portola
20499,2010-05-27,Mission
20500,2012-09-12,Mission
20501,2010-11-30,Mission
20502,2012-07-22,Bernal Heights
20503,2017-10-13,Bernal Heights
20504,2012-06-20,Bernal Heights
20505,2013-05-22,Peralta Heights
20506,2013-10-15,Mission
20507,2016-06-15,Mission
20508,2009-09-10,Portola
20509,2009-11-25,Bernal Heights
20510,2016-03-14,Bernal Heights
20511,2013-12-18,Peralta Heights
20512,2017-07-06,Peralta Heights
20513,2009-09-24,Mission
20514,2017-11-20,Peralta Heights
20515,2017-08-29,Peralta Heights
20516,2014-11-19,Peralta Heights
20517,2015-12-07,Peralta Heights
20518,2018-10-08,Mission
20519,2011-12-30,Peralta Heights
20520,2017-10-31,Peralta Heights
20521,2012-04-26,Mission
20522,2018-05-31,Peralta Heights
20523,2012-11-02,Mission
20524,2013-11-14,Peralta Heights
20525,2015-09-09,Mission
20526,2010-02-23,Telegraph Hill
20527,2011-07-27,Portola
20528,2011-05-03,Mission
20529,2015-12-04,Mission
20530,2012-07-03,Peralta Heights
20531,2014-03-27,Mission
20532,2018-02-22,Mission
20533,2011-12-30,Visitacion Valley
20534,2018-07-25,Peralta Heights
20535,2016-08-09,Mission
20536,2015-06-10,Telegraph Hill
20537,2011-08-18,Visitacion Valley
20538,2009-08-26,Visitacion Valley
20539,2011-08-30,Telegraph Hill
20540,2011-08-30,North Beach
20541,2011-08-30,Telegraph Hill
20542,2011-08-30,North Beach
20543,2013-02-05,Mission
20544,2009-07-31,Mission
20545,2014-12-05,Mission
20546,2014-02-12,Peralta Heights
20547,2014-12-03,Peralta Heights
20548,2010-02-19,Nob Hill
20549,2013-09-25,Peralta Heights
20550,2016-11-08,Peralta Heights
20551,2016-08-22,Mission
20552,2018-02-22,Mission
20553,2012-04-06,Visitacion Valley
20554,2013-06-14,Visitacion Valley
20555,2013-10-17,Visitacion Valley
20556,2011-03-10,Mission
20557,2012-03-20,Portola
20558,2016-10-21,Visitacion Valley
20559,2017-04-25,Mission
20560,2017-05-26,Visitacion Valley
20561,2013-07-03,Peralta Heights
20562,2013-08-14,Mission
20563,2013-09-25,Portola
20564,2012-07-11,Peralta Heights
20565,2012-07-20,Mission
20566,2011-04-14,Visitacion Valley
20567,2012-02-07,Portola
20568,2010-08-04,Portola
20569,2016-03-01,Mission
20570,2017-06-29,Mission
20571,2012-08-06,Peralta Heights
20572,2015-08-21,Peralta Heights
20573,2014-04-18,Mission
20574,2012-08-17,Portola
20575,2018-08-24,Portola
20576,2012-08-08,Portola
20577,2018-05-23,Visitacion Valley
20578,2018-10-26,Portola
20579,2017-11-09,Portola
20580,2014-07-10,Peralta Heights
20581,2013-08-23,Visitacion Valley
20582,2012-03-02,Portola
20583,2012-05-23,Portola
20584,2011-06-08,Mission
20585,2017-10-26,Visitacion Valley
20586,2012-06-29,Portola
20587,2012-08-30,South of Market
20588,2012-05-22,Visitacion Valley
20589,2013-03-12,Portola
20590,2015-08-28,Portola
20591,2018-03-08,Peralta Heights
20592,2015-02-26,Peralta Heights
20593,2011-11-03,Mission
20594,2013-04-29,Mission
20595,2017-10-30,Peralta Heights
20596,2013-07-19,Mission
20597,2018-01-04,Mission
20598,2013-05-31,Peralta Heights
20599,2015-12-15,Peralta Heights
20600,2011-03-15,Mission
20601,2011-10-28,Mission
20602,2018-12-17,Mission
20603,2012-12-14,Peralta Heights
20604,2013-06-05,Nob Hill
20605,2018-11-07,Nob Hill
20606,2013-09-19,Peralta Heights
20607,2010-10-10,Portola
20608,2014-04-08,Visitacion Valley
20609,2016-12-22,Visitacion Valley
20610,2016-11-04,Visitacion Valley
20611,2009-05-22,Visitacion Valley
20612,2015-06-18,Portola
20613,2009-02-25,Visitacion Valley
20614,2013-05-31,Mission
20615,2017-12-15,Mission
20616,2015-04-24,Visitacion Valley
20617,2010-12-17,Peralta Heights
20618,2011-09-13,Telegraph Hill
20619,2010-12-22,Portola
20620,2009-02-06,Portola
20621,2014-05-09,Visitacion Valley
20622,2017-11-20,Visitacion Valley
20623,2016-10-24,Peralta Heights
20624,2013-04-05,Peralta Heights
20625,2016-06-14,Visitacion Valley
20626,2015-11-09,Mission
20627,2018-04-20,Telegraph Hill
20628,2013-05-23,Portola
20629,2011-10-27,Mission
20630,2011-06-16,Visitacion Valley
20631,2012-04-30,Visitacion Valley
20632,2014-11-07,Peralta Heights
20633,2017-03-31,Peralta Heights
20634,2016-02-17,Portola
20635,2013-05-31,Peralta Heights
20636,2017-06-09,Portola
20637,2016-08-10,Portola
20638,2017-01-31,Peralta Heights
20639,2014-07-02,Portola
20640,2017-02-24,Peralta Heights
20641,2016-11-09,Peralta Heights
20642,2009-11-20,Visitacion Valley
20643,2017-11-03,Mission
20644,2013-03-28,Portola
20645,2016-08-29,Peralta Heights
20646,2016-05-06,Mission
20647,2017-02-24,Mission
20648,2011-01-27,Mission
20649,2009-07-23,Portola
20650,2010-07-30,Portola
20651,2013-01-23,Peralta Heights
20652,2013-11-20,Mission
20653,2010-08-17,Telegraph Hill
20654,2012-12-06,Mission
20655,2013-02-04,Portola
20656,2009-07-22,Portola
20657,2018-08-10,Visitacion Valley
20658,2018-01-08,Visitacion Valley
20659,2012-08-31,Visitacion Valley
20660,2017-11-22,Peralta Heights
20661,2010-12-13,Portola
20662,2017-11-22,Peralta Heights
20663,2017-09-29,Portola
20664,2018-02-09,Portola
20665,2015-02-10,Peralta Heights
20666,2013-08-20,Mission
20667,2017-06-26,Portola
20668,2015-12-18,Peralta Heights
20669,2016-06-03,Mission
20670,2018-03-28,Mission
20671,2018-10-12,Portola
20672,2013-06-25,Peralta Heights
20673,2011-10-03,Visitacion Valley
20674,2013-09-12,Portola
20675,2014-12-18,Portola
20676,2014-05-09,Portola
20677,2012-07-31,Telegraph Hill
20678,2012-02-14,Telegraph Hill
20679,2015-11-13,Visitacion Valley
20680,2011-12-23,Visitacion Valley
20681,2016-06-17,Portola
20682,2017-08-29,Portola
20683,2015-09-30,Mission
20684,2010-12-28,Visitacion Valley
20685,2014-11-19,Peralta Heights
20686,2016-09-12,Peralta Heights
20687,2015-10-23,Telegraph Hill
20688,2010-04-14,Visitacion Valley
20689,2013-10-17,Portola
20690,2013-07-23,Mission
20691,2018-01-23,Visitacion Valley
20692,2016-03-18,Portola
20693,2015-11-23,Peralta Heights
20694,2010-08-26,Portola
20695,2011-11-30,Peralta Heights
20696,2017-12-21,Visitacion Valley
20697,2018-07-25,Portola
20698,2016-09-09,Peralta Heights
20699,2013-04-24,Mission
20700,2014-07-03,Peralta Heights
20701,2013-09-20,Visitacion Valley
20702,2013-09-19,Visitacion Valley
20703,2011-06-24,Peralta Heights
20704,2016-06-15,Peralta Heights
20705,2012-04-11,Peralta Heights
20706,2015-06-17,Visitacion Valley
20707,2011-06-15,Peralta Heights
20708,2013-05-31,Visitacion Valley
20709,2014-11-07,Portola
20710,2009-12-01,Portola
20711,2010-01-11,Mission
20712,2016-07-21,Visitacion Valley
20713,2017-03-17,Visitacion Valley
20714,2013-08-01,Visitacion Valley
20715,2010-05-28,Mission
20716,2014-02-28,Peralta Heights
20717,2016-03-11,Peralta Heights
20718,2011-12-20,Visitacion Valley
20719,2009-08-25,Visitacion Valley
20720,2011-10-31,Visitacion Valley
20721,2014-05-21,Visitacion Valley
20722,2012-08-07,Mission
20723,2011-10-27,Portola
20724,2011-01-24,Portola
20725,2017-08-16,Peralta Heights
20726,2013-10-17,Peralta Heights
20727,2013-06-21,Visitacion Valley
20728,2016-06-23,Visitacion Valley
20729,2010-07-12,Peralta Heights
20730,2014-02-20,Mission
20731,2013-04-09,Portola
20732,2016-03-23,Peralta Heights
20733,2018-04-23,Visitacion Valley
20734,2014-02-11,Visitacion Valley
20735,2010-08-17,Portola
20736,2017-03-28,Visitacion Valley
20737,2015-11-03,Portola
20738,2015-12-18,Portola
20739,2009-12-18,Peralta Heights
20740,2011-11-10,Visitacion Valley
20741,2010-11-18,Mission
20742,2015-11-04,Portola
20743,2016-04-22,Peralta Heights
20744,2017-03-07,Visitacion Valley
20745,2016-02-18,Portola
20746,2016-11-30,Portola
20747,2014-01-07,Portola
20748,2015-09-02,Mission
20749,2011-04-08,Telegraph Hill
20750,2013-04-23,Visitacion Valley
20751,2018-04-27,Visitacion Valley
20752,2016-07-01,Portola
20753,2014-05-02,Portola
20754,2016-10-18,Portola
20755,2012-05-25,Portola
20756,2010-12-22,Visitacion Valley
20757,2015-07-22,Visitacion Valley
20758,2011-03-29,Visitacion Valley
20759,2015-10-09,Visitacion Valley
20760,2016-03-25,Portola
20761,2009-10-30,Visitacion Valley
20762,2011-10-12,Portola
20763,2013-08-20,Bernal Heights
20764,2012-10-31,Peralta Heights
20765,2017-05-19,Peralta Heights
20766,2018-10-03,Visitacion Valley
20767,2012-04-27,Portola
20768,2014-04-07,Visitacion Valley
20769,2015-09-25,Visitacion Valley
20770,2011-11-10,Peralta Heights
20771,2009-01-09,Mission
20772,2013-06-05,Portola
20773,2011-03-08,Portola
20774,2013-12-03,Portola
20775,2014-02-18,Peralta Heights
20776,2011-11-11,Visitacion Valley
20777,2017-09-20,Portola
20778,2012-03-29,Peralta Heights
20779,2017-04-28,Peralta Heights
20780,2010-06-28,Portola
20781,2018-09-11,Visitacion Valley
20782,2013-05-22,Portola
20783,2010-03-26,Portola
20784,2017-09-07,Visitacion Valley
20785,2014-05-21,Peralta Heights
20786,2012-08-16,Visitacion Valley
20787,2017-09-11,Portola
20788,2013-04-15,Peralta Heights
20789,2017-03-15,Peralta Heights
20790,2017-08-24,Peralta Heights
20791,2018-03-30,Peralta Heights
20792,2013-07-10,Visitacion Valley
20793,2017-12-04,Peralta Heights
20794,2017-01-05,Peralta Heights
20795,2018-03-15,Potrero Hill
20796,2017-09-13,Portola
20797,2012-04-18,Peralta Heights
20798,2014-11-13,Peralta Heights
20799,2013-10-11,Peralta Heights
20800,2009-04-10,Peralta Heights
20801,2009-11-13,Peralta Heights
20802,2014-12-18,Peralta Heights
20803,2017-07-11,Peralta Heights
20804,2009-10-29,Visitacion Valley
20805,2010-09-14,Portola
20806,2010-04-30,Peralta Heights
20807,2010-05-28,Visitacion Valley
20808,2010-02-26,Portola
20809,2013-08-02,Peralta Heights
20810,2015-08-03,Peralta Heights
20811,2013-10-18,Peralta Heights
20812,2018-07-10,Peralta Heights
20813,2010-08-11,Mission
20814,2010-08-11,Potrero Hill
20815,2010-08-11,Mission
20816,2010-08-11,Potrero Hill
20817,2013-07-09,Peralta Heights
20818,2011-08-18,Potrero Hill
20819,2015-01-09,Potrero Hill
20820,2013-03-13,Potrero Hill
20821,2012-04-06,Visitacion Valley
20822,2012-08-22,Peralta Heights
20823,2015-02-04,Peralta Heights
20824,2010-08-27,Peralta Heights
20825,2013-06-26,Peralta Heights
20826,2016-08-02,Peralta Heights
20827,2017-12-29,Portola
20828,2015-01-28,Peralta Heights
20829,2014-07-28,Peralta Heights
20830,2013-08-02,Peralta Heights
20831,2012-05-04,Portola
20832,2012-08-29,Portola
20833,2018-08-10,Portola
20834,2018-08-01,Telegraph Hill
20835,2014-10-15,Portola
20836,2009-10-01,Portola
20837,2017-06-06,Peralta Heights
20838,2014-11-26,Peralta Heights
20839,2013-05-03,Visitacion Valley
20840,2013-09-12,Portola
20841,2011-12-08,Portola
20842,2009-11-10,Peralta Heights
20843,2011-05-26,Potrero Hill
20844,2016-12-06,Visitacion Valley
20845,2014-07-01,Portola
20846,2016-03-15,Potrero Hill
20847,2010-06-24,Portola
20848,2011-04-20,Peralta Heights
20849,2009-09-16,Peralta Heights
20850,2011-10-21,Visitacion Valley
20851,2013-03-05,Portola
20852,2018-03-23,Visitacion Valley
20853,2018-03-02,Visitacion Valley
20854,2018-10-17,Visitacion Valley
20855,2009-04-21,Peralta Heights
20856,2012-10-25,Peralta Heights
20857,2011-03-04,Telegraph Hill
20858,2013-04-11,Telegraph Hill
20859,2010-05-25,Telegraph Hill
20860,2014-10-23,Telegraph Hill
20861,2017-06-23,North Beach
20862,2015-05-13,Portola
20863,2016-10-21,Visitacion Valley
20864,2016-10-12,Portola
20865,2010-12-09,Peralta Heights
20866,2018-06-11,Peralta Heights
20867,2017-12-22,Visitacion Valley
20868,2010-05-21,Portola
20869,2015-05-04,Portola
20870,2016-09-07,Portola
20871,2012-04-27,Peralta Heights
20872,2017-06-27,Peralta Heights
20873,2012-07-26,Portola
20874,2014-09-17,Peralta Heights
20875,2013-01-30,Visitacion Valley
20876,2013-07-29,Visitacion Valley
20877,2013-07-15,Portola
20878,2014-03-11,Portola
20879,2013-10-31,Peralta Heights
20880,2016-05-12,Peralta Heights
20881,2013-08-27,Peralta Heights
20882,2017-09-06,Visitacion Valley
20883,2015-09-04,Visitacion Valley
20884,2017-04-28,Visitacion Valley
20885,2016-08-09,Visitacion Valley
20886,2012-06-28,Portola
20887,2012-12-13,Portola
20888,2013-04-15,Visitacion Valley
20889,2013-09-24,Visitacion Valley
20890,2013-03-20,Peralta Heights
20891,2013-12-24,Portola
20892,2009-07-17,Peralta Heights
20893,2013-09-04,Peralta Heights
20894,2013-06-21,Visitacion Valley
20895,2009-10-20,Portola
20896,2011-05-18,Peralta Heights
20897,2013-06-14,Peralta Heights
20898,2010-03-31,North Beach
20899,2013-11-22,Visitacion Valley
20900,2013-05-10,Peralta Heights
20901,2017-06-27,Peralta Heights
20902,2012-03-23,Visitacion Valley
20903,2013-12-13,Peralta Heights
20904,2011-11-17,Peralta Heights
20905,2017-09-22,Visitacion Valley
20906,2013-03-22,Visitacion Valley
20907,2009-04-30,Visitacion Valley
20908,2009-05-29,Visitacion Valley
20909,2017-05-25,Visitacion Valley
20910,2009-01-23,Visitacion Valley
20911,2015-03-11,Visitacion Valley
20912,2012-08-03,Visitacion Valley
20913,2015-08-28,Peralta Heights
20914,2014-02-28,Peralta Heights
20915,2017-04-03,Peralta Heights
20916,2010-01-21,Peralta Heights
20917,2018-11-21,Visitacion Valley
20918,2017-06-02,Portola
20919,2010-06-25,South of Market
20920,2018-11-14,Visitacion Valley
20921,2016-06-30,Peralta Heights
20922,2011-05-27,Peralta Heights
20923,2015-10-27,Peralta Heights
20924,2018-05-31,Peralta Heights
20925,2010-11-05,Visitacion Valley
20926,2014-02-27,Portola
20927,2018-09-21,Visitacion Valley
20928,2012-07-17,Visitacion Valley
20929,2013-08-16,Visitacion Valley
20930,2010-07-22,Portola
20931,2016-10-14,Visitacion Valley
20932,2013-07-08,Portola
20933,2012-06-20,Visitacion Valley
20934,2014-05-13,Visitacion Valley
20935,2012-02-07,Portola
20936,2012-06-21,Peralta Heights
20937,2018-10-31,Visitacion Valley
20938,2012-07-06,Visitacion Valley
20939,2013-12-20,Visitacion Valley
20940,2011-04-29,Peralta Heights
20941,2016-10-24,Peralta Heights
20942,2017-03-20,Visitacion Valley
20943,2011-08-31,Visitacion Valley
20944,2012-06-20,Visitacion Valley
20945,2015-01-26,Peralta Heights
20946,2014-02-26,Potrero Hill
20947,2014-02-06,North Beach
20948,2015-09-14,Silver Terrace
20949,2009-07-07,Visitacion Valley
20950,2014-08-21,Visitacion Valley
20951,2011-04-28,Portola
20952,2015-09-15,Silver Terrace
20953,2012-09-13,Visitacion Valley
20954,2009-07-31,Silver Terrace
20955,2009-11-05,Silver Terrace
20956,2009-01-27,Silver Terrace
20957,2018-07-18,Peralta Heights
20958,2013-09-19,Visitacion Valley
20959,2011-11-03,Portola
20960,2013-06-28,Peralta Heights
20961,2010-10-14,Visitacion Valley
20962,2011-03-04,Peralta Heights
20963,2014-04-30,Peralta Heights
20964,2011-08-12,Visitacion Valley
20965,2009-05-28,Visitacion Valley
20966,2009-09-22,Visitacion Valley
20967,2010-05-05,Visitacion Valley
20968,2013-10-25,Portola
20969,2014-09-05,Potrero Hill
20970,2015-12-10,Potrero Hill
20971,2010-07-23,Potrero Hill
20972,2009-06-19,Potrero Hill
20973,2014-12-15,Visitacion Valley
20974,2013-12-05,Portola
20975,2012-03-01,Visitacion Valley
20976,2011-05-18,Portola
20977,2015-04-01,Peralta Heights
20978,2015-07-24,Peralta Heights
20979,2018-03-16,Peralta Heights
20980,2014-10-10,Peralta Heights
20981,2018-05-04,Peralta Heights
20982,2013-12-12,Visitacion Valley
20983,2013-08-16,Peralta Heights
20984,2017-03-17,Peralta Heights
20985,2011-08-16,Peralta Heights
20986,2015-03-26,Portola
20987,2012-06-21,Peralta Heights
20988,2016-12-08,Visitacion Valley
20989,2011-04-14,Portola
20990,2014-03-26,Portola
20991,2018-10-03,Portola
20992,2010-05-20,Peralta Heights
20993,2017-06-16,Peralta Heights
20994,2013-07-12,Visitacion Valley
20995,2012-11-09,Portola
20996,2010-06-15,Peralta Heights
20997,2013-05-24,Peralta Heights
20998,2013-04-17,Potrero Hill
20999,2014-09-03,Potrero Hill
21000,2013-12-10,Potrero Hill
21001,2016-06-10,Potrero Hill
21002,2013-12-31,Peralta Heights
21003,2015-06-12,Potrero Hill
21004,2013-11-23,Potrero Hill
21005,2012-09-03,Visitacion Valley
21006,2012-12-21,Visitacion Valley
21007,2011-01-21,Chinatown
21008,2012-03-26,Visitacion Valley
21009,2014-10-15,Potrero Hill
21010,2009-09-03,Visitacion Valley
21011,2011-04-26,Visitacion Valley
21012,2010-10-29,Peralta Heights
21013,2012-01-26,Peralta Heights
21014,2011-03-14,Peralta Heights
21015,2015-09-16,Peralta Heights
21016,2012-09-06,Portola
21017,2011-03-08,Telegraph Hill
21018,2014-04-18,Telegraph Hill
21019,2018-09-28,Telegraph Hill
21020,2011-09-09,Visitacion Valley
21021,2017-04-25,Visitacion Valley
21022,2017-11-01,Potrero Hill
21023,2016-04-01,Potrero Hill
21024,2018-11-15,Potrero Hill
21025,2015-07-22,Potrero Hill
21026,2015-07-23,Portola
21027,2015-01-16,Potrero Hill
21028,2014-06-25,Visitacion Valley
21029,2018-10-03,Visitacion Valley
21030,2018-05-18,Peralta Heights
21031,2015-08-24,Portola
21032,2017-11-14,Visitacion Valley
21033,2012-07-25,Telegraph Hill
21034,2015-06-01,Visitacion Valley
21035,2018-09-26,Visitacion Valley
21036,2017-09-12,Portola
21037,2012-12-31,Visitacion Valley
21038,2013-06-21,Visitacion Valley
21039,2011-06-21,Portola
21040,2010-04-26,Telegraph Hill
21041,2010-06-17,Portola
21042,2014-02-26,South of Market
